text,category_name,true_label_original,article_id,category,claened_text
"Subject: Re: FAST DOS'VGA and 1024x768x256 windows video card info needed.
From: edowdy@vax1.umkc.edu
Organization: University of Missouri - Kansas City
NNTP-Posting-Host: vax1.umkc.edu
Lines: 38

In article <1993Apr25.220320.26510@doug.cae.wisc.edu>, leo@cae.wisc.edu (Leo Lim) writes:
> ok, i have a 486dx50(ISA) w/ Diamond Stealth VRAM 1MB.
> I was really satisfied w/ its performance in windows.
> but now more and more games needs higher frame rates in DOS' VGA,
> especially this new Strike Commander. ;-)
> this stealth vram can only give me 17.5 fps. ;-( (i use 3dbench).
> my winmark was 6.35 million, i think.
> 
> so right now i'm considering to replace it w/ a new card, which hopefully
> can perform approx same w/ my current VRAM in windows and also
> can perform DOS' VGA preferably >30fps.
> 

I am ordering the Actix graphicsengine ultra plus. It is the same price
as the stealth card. Plus it is also based on S3 928 chip the newest and
fastest chip from s3. 
Everyone, if you are looking for a card, SEE THE APRIL ISSUE OF PC MAGAZINE
FOR THEIR REVIEW.  
They noted this person's problem with dos. The stealth card is not a very good
dos performer. The Actix card is rated the best in this chip class (non local
bus). It got glowing reports from the magazine (was a best buy) and I called
them directly and they just updated their windows drivers last week! They have
a bulletin board to get the latest drivers. 
Though somone posted that this bbs was at 2400. 

AT any rate, the Actix graphics engine ultra outperforms all the other cards
in the 928 class (based on the winmark results).

If you are looking for the all around best dos/windows performance  check out
the actix card. Their 1-800 number is 927-5557.

P.S. The article in pc magazine noted that if you are a regular dos user (ie:
games) then you should also check out the 801 chip from s3. It apparently
scores just as well and in many cases slightly better in dos than the 928 chip
(ie: stealth and actix cards.) They have ""comparable"" windows performance and
are cheaper to buy.

Eric
",comp,comp.os.ms-windows.misc,9940,0,subject fast dosvga 1024x768x256 window video card info needed edowdyvax1umkcedu organization university missouri kansa city nntppostinghost vax1umkcedu line 38 article 1993apr2522032026510dougcaewiscedu leocaewiscedu leo lim writes ok 486dx50isa w diamond stealth vram 1mb really satisfied w performance window game need higher frame rate do vga especially new strike commander stealth vram give 175 fps use 3dbench winmark 635 million think right im considering replace w new card hopefully perform approx w current vram window also perform do vga preferably 30fps ordering actix graphicsengine ultra plus price stealth card plus also based s3 928 chip newest fastest chip s3 everyone looking card see april issue pc magazine review noted person problem do stealth card good do performer actix card rated best chip class non local bus got glowing report magazine best buy called directly updated window driver last week bulletin board get latest driver though somone posted bb 2400 rate actix graphic engine ultra outperforms card 928 class based winmark result looking around best doswindows performance check actix card 1800 number 9275557 p article pc magazine noted regular do user ie game also check 801 chip s3 apparently score well many case slightly better do 928 chip ie stealth actix card comparable window performance cheaper buy eric
"From: roger@crux.Princeton.EDU (Roger Lustig)
Subject: Re: DAVE KINGMAN FOR THE HALL OF FAME
Originator: news@nimaster
Nntp-Posting-Host: crux.princeton.edu
Reply-To: roger@astro.princeton.edu (Roger Lustig)
Organization: Princeton University
Lines: 85

In article <1993Apr15.093231.5148@news.yale.edu> (Steve Tomassi) writes:
>     Hi, baseball fans! So what do you say? Don't you think he deserves it?
>I

>mean, heck, if Dave Winfield (ho-hum) is seriously being considered for it,
>as

>is Lee Smith (ha), then why don't we give Dave Kingman a chance? Or Darrell

>Evans! Yeah, yeah! After the Hall of Fame takes in them, it can take in
>Eddie

>Murray and Jeff Reardon.

Um, what?  Eddie Murray was a superb first baseman for a *long* time.

Winfield as produced consistently for almsot 20 years, and excellently
on several occasions.  

Dave Kingman's *best* year was like Darryl Strawberry's *typical*
year with the Mets.  

Darrell Evans, too, did a whole lot more than just hit homers, which 
*is* all that Kong did.  

>     Well, in any case, I am sick and tired (mostly sick) of everybody
>giving

>Hall of Fame consideration to players that are by today's standards,
>marginal.

Whom are you talking about?  Yes, Eddie Murray is marginal, but that's
because he's 38 years old.  He wasn't marginal for a *long* time.

>Honestly, Ozzie Smith and Robin Yount don't belong there. They're both

>shortstops that just hung around for a long time. Big deal.

Not.  

Smith has hung around for a long time AND fielded the position better 
than anyone else ever has.

Yount stopped being a shortstop about a decade ago, in case you hadn't 
noticed.

One of his two MVP awards was as a centerfielder.

>     Let's be a little more selective, huh? Stop handing out these honors
>so

>liberally. Save them for the guys who really deserve it. Face it, if

Like whom?  There are many players in the Hall who aren't anywhere near
as goos as the guys you're running down.

>something
>isn't done, there will be little prestige in the Hall of Fame anymore. When

That's already the case, by some standards.  But the *bad* players in the 
Hall are all from the 20's and 30's.  Recent picks have generally been
excellent.

>certain individuals believe that Steve Garvey or Jack Morris are potential
>candidates, the absurdity is apparent. Gee, can these guys even compare to
>the more likely future Hall of Famers like Kirby Puckett or Nolan Ryan?

No, but who cares?  Was Stan Musial anywhere near as good as Babe Ruth?
Not really.  But he obviously belongs there.

The Hall has generally had about the top 1% of major leaguers.  As 
more players come through the game, more will be in that top 1%.  

And, yes, it's pretty easy to argue that Smith,. Yount, Evans, Winfield,
etc. are in the top 1%.  Dave Kingman on the other hand, was a liability
throughout most of his career.

Of course, Garvey *hasn't* gotten a lot of HOF press, so I don't know
what you mean.  

As for Ryan, is his W-L better than Morris'?  That's what a lot of voters
tend to look at.  And Morris *was* awfully good for a decade, and doesn't
lead MLB history in walks allowed, either.

Roger
",rec,rec.sport.baseball,104932,1,rogercruxprincetonedu roger lustig subject dave kingman hall fame originator newsnimaster nntppostinghost cruxprincetonedu replyto rogerastroprincetonedu roger lustig organization princeton university line 85 article 1993apr150932315148newsyaleedu steve tomassi writes hi baseball fan say dont think deserves mean heck dave winfield hohum seriously considered lee smith ha dont give dave kingman chance darrell evans yeah yeah hall fame take take eddie murray jeff reardon um eddie murray superb first baseman long time winfield produced consistently almsot 20 year excellently several occasion dave kingmans best year like darryl strawberry typical year mets darrell evans whole lot hit homer kong well case sick tired mostly sick everybody giving hall fame consideration player today standard marginal talking yes eddie murray marginal thats he 38 year old wasnt marginal long time honestly ozzie smith robin yount dont belong theyre shortstop hung around long time big deal smith hung around long time fielded position better anyone else ever yount stopped shortstop decade ago case hadnt noticed one two mvp award centerfielder let little selective huh stop handing honor liberally save guy really deserve face like many player hall arent anywhere near goo guy youre running something isnt done little prestige hall fame anymore thats already case standard bad player hall 20 30 recent pick generally excellent certain individual believe steve garvey jack morris potential candidate absurdity apparent gee guy even compare likely future hall famers like kirby puckett nolan ryan care stan musial anywhere near good babe ruth really obviously belongs hall generally top 1 major leaguers player come game top 1 yes pretty easy argue smith yount evans winfield etc top 1 dave kingman hand liability throughout career course garvey hasnt gotten lot hof press dont know mean ryan wl better morris thats lot voter tend look morris awfully good decade doesnt lead mlb history walk allowed either roger
"From: jagst18+@pitt.edu (Josh A Grossman)
Subject: Re: Dillon puts foot in mouth, film at 11
Organization: The Zets at the University of Pittsburgh (aka The Pitt)
Lines: 17


I have also heard about HCI claiming thant anyone they  get an address
from is a member.  If this is the case their membership rolls are
grossly inflated and we should not call them and give them a name
and address to add to their already false rolls.  Perhaps
if you could get a copy of their existing membership, then pretend to
be an existing member, do that several thousand times, you could
hurt HCI.  But names are power.  Remeber the NRA uses the fact
that it has 3 million paid members in order to flex its muscles.

Perhaps politicians don't realize the lying tactics of HCI, wait a
minute, HCI learned it from politicians....

Later,
Josh


",talk,talk.politics.guns,54815,3,jagst18pittedu josh grossman subject dillon put foot mouth film 11 organization zets university pittsburgh aka pitt line 17 also heard hci claiming thant anyone get address member case membership roll grossly inflated call give name address add already false roll perhaps could get copy existing membership pretend existing member several thousand time could hurt hci name power remeber nra us fact 3 million paid member order flex muscle perhaps politician dont realize lying tactic hci wait minute hci learned politician later josh
"From: glynnet@zero.cypher.com (Glynne Tolar)
Subject: Re: Laser vs Bubblejet?
Nntp-Posting-Host: zero.cypher.com
Organization: Cypher Technologies
Lines: 18

In article <735446880snx@black.demon.co.uk> tchannon@black.demon.co.uk writes:

>There is one wild difference between the two printers: a laserprinter is a 
>page printer whilst an inkjet is a line printer. This means that a 
>laserprinter can rotate graphic images whilst an inkjet cannot. Few drivers 
>actually use this facility.
>(there is also the matter of downloadable fonts and so on)
>
>  TC. 
>    E-mail: tchannon@black.demon.co.uk or tchannon@cix.compulink.co.uk
>                                

I have a DeskJet 500 and I thought I'd give a little info.  The DeskJet 500 WILL
do landscape mode like the HP LaserJets.  I can't say if other inkjets do
though.  Also the DeskJet can do downloadable fonts ONLY if you buy a softfont
memory cart for it.  OH!  You said the LaserJet can rotate a graphic image!
Hmmmmm!  The DeskJet can only rotate text.  Nevermind!
 
",sci,sci.electronics,54161,2,glynnetzerocyphercom glynne tolar subject laser v bubblejet nntppostinghost zerocyphercom organization cypher technology line 18 article 735446880snxblackdemoncouk tchannonblackdemoncouk writes one wild difference two printer laserprinter page printer whilst inkjet line printer mean laserprinter rotate graphic image whilst inkjet driver actually use facility also matter downloadable font tc email tchannonblackdemoncouk tchannoncixcompulinkcouk deskjet 500 thought id give little info deskjet 500 landscape mode like hp laserjets cant say inkjets though also deskjet downloadable font buy softfont memory cart oh said laserjet rotate graphic image hmmmmm deskjet rotate text nevermind
"From: haase@meediv.lanl.gov (Peter Haase)
Subject: Re: Upgrading PB170 Memory
Organization: Los Alamos National Laboratory
Distribution: usa
Lines: 18

In article <1993Apr17.185806.7216@ncar.ucar.edu>, bill@lhotse.hao.ucar.edu
(Bill Roberts) wrote:
> 
> I  have one of the original Powerbook 170's (with 4Mb of Ram) and find
> that 4Mb is a drag when trying to do my work.  So, what is the best way
> to get the maximum RAM for this unit, and what's it going to cost me?
> I'm hoping I can get the latest and best info from real users by posting 
> to this group.

Well Bill, There are 2MB soldered on the logic board and 2MB in the RAM
expansion slot giving you 4MB. The only thing you can do to upgrade to
the maximum Ram is to remove the 2MB expansion and install a 6MB expansion,
giving you a total of 8MB which is the max on a 170....You can try calling
TechWorks, or any other memory vendors out of MacWeek, MacWorld...etc....

<==================================+==================================>
  Peter Haase                      +    Internet: haase@meediv.lanl.gov
  Network Manager                  +    Los Alamos National Laboratory
",comp,comp.sys.mac.hardware,51737,0,haasemeedivlanlgov peter haase subject upgrading pb170 memory organization los alamo national laboratory distribution usa line 18 article 1993apr171858067216ncarucaredu billlhotsehaoucaredu bill robert wrote one original powerbook 170s 4mb ram find 4mb drag trying work best way get maximum ram unit whats going cost im hoping get latest best info real user posting group well bill 2mb soldered logic board 2mb ram expansion slot giving 4mb thing upgrade maximum ram remove 2mb expansion install 6mb expansion giving total 8mb max 170you try calling techworks memory vendor macweek macworldetc peter haase internet haasemeedivlanlgov network manager los alamo national laboratory
"From: PA146008@utkvm1.utk.edu (David Veal)
Subject: Re: My Gun is like my American Express Card
Lines: 53
Organization: University of Tennessee Division of Continuing Education
Distribution: usa

In article <1qiebiINN1c1@cae.cad.gatech.edu> vincent@cad.gatech.edu (Vincent Fox) writes:
>In <93104.173826U28037@uicvm.uic.edu> Jason Kratz <U28037@uicvm.uic.edu> writes:
>[deleted]
>>The University cops here (who are
>>are state cops) are armed better than the Chicago police.  It seems most
>>state cops are.  I don't know where you are originally from David but you live
>>in Tennesse and I live in Chicago and see this crap everyday on the news
>>and in the papers.  I think the situation is just a tad different here
>>than there.
>
>Which crap, the ridiculous assertions that Uzis are mowing down cops
>right and left? The assertions that dialing 911 should be the proper
>and only option available to the law-abiding citizens?
>
>A factoid:
>
>56 cops were killed in the whole country last year. This is down from
>around 100 in the early '80s. Wow, a real explosion in cop killings
>there eh?  :-)

        Well, if we're going to discuss being a police officer in
America today.       

        The FBI lists 132 police officers killed (feloniously and
accidentally) in 1990.  That's apparently everybody at all levels.

Year        Officers killed       Rate/100,000 police officers
1982             164*                  47.6
1983             152**                 40.2
1984             147                   39.4
1985             148***                37.9
1986             133                   34.9
1987             148                   39.0
1988             155****               41.9
1989             145*****              38.1
1990             132                   32.0


* Includes one officer in Mariana Islands
** Includes one officer each in Guam and Mariana Islands
*** Includes one officer in Guam and two in foreign locations
**** Includes one officer in American Samoas and two in foreign countries
***** Includes one officer in Guam and one Federal officer killed in
Peru


       God, I love the information age!  :-) 

------------------------------------------------------------------------
David Veal Univ. of Tenn. Div. of Cont. Education Info. Services Group
PA146008@utkvm1.utk.edu - ""I still remember the way you laughed, the day
your pushed me down the elevator shaft;  I'm beginning to think you don't
love me anymore."" - ""Weird Al""
",talk,talk.politics.guns,54122,3,pa146008utkvm1utkedu david veal subject gun like american express card line 53 organization university tennessee division continuing education distribution usa article 1qiebiinn1c1caecadgatechedu vincentcadgatechedu vincent fox writes 93104173826u28037uicvmuicedu jason kratz u28037uicvmuicedu writes deleted university cop state cop armed better chicago police seems state cop dont know originally david live tennesse live chicago see crap everyday news paper think situation tad different crap ridiculous assertion uzi mowing cop right left assertion dialing 911 proper option available lawabiding citizen factoid 56 cop killed whole country last year around 100 early 80 wow real explosion cop killing eh well going discus police officer america today fbi list 132 police officer killed feloniously accidentally 1990 thats apparently everybody level year officer killed rate100000 police officer 1982 164 476 1983 152 402 1984 147 394 1985 148 379 1986 133 349 1987 148 390 1988 155 419 1989 145 381 1990 132 320 includes one officer mariana island includes one officer guam mariana island includes one officer guam two foreign location includes one officer american samoa two foreign country includes one officer guam one federal officer killed peru god love information age david veal univ tenn div cont education info service group pa146008utkvm1utkedu still remember way laughed day pushed elevator shaft im beginning think dont love anymore weird al
"From: kaul@vnet.ibm.com
Subject: Re: VESA Driver for IBM XGA
News-Software: IBM OS/2 PM RN (NR/2) v0.17h by O. Vishnepolsky and R. Rogers
Lines: 16
Reply-To: kaul@vnet.ibm.com
Disclaimer: This posting represents the poster's views, not necessarily those of IBM.
Nntp-Posting-Host: kaul.bocaraton.ibm.com
Organization: IBM Boca Raton Visual Subsystems

In <gmichael.28.736186695@vmd.cso.uiuc.edu> gmichael@vmd.cso.uiuc.edu (Gary R. Michael) writes:
>Can anyone tell me where to find a standard VESA display driver that will 
>support the on-the-motherboard XGA video of a 486 50Mz DX2 IBM Model 95
>(8595-0LF)?  I need to use 640 x 480 and higher resolutions under both 
>Windows 3.1 and MS-DOS.  Minimum colors 256 at highest resolution, with 64K 
>colors needed at 640 x 480.

The IBM XGA SVGA VESA driver is on the 2.02 reference diskette, available
from the IBM BBS.  It's also on Compu$erve, or you can bang on your sales
rep to get you a later version.

-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Dick Kaul            | My opinions only, not official IBM positions, etc--
IBM XGA Development  | they'd make me wear a suit if I were to speak for IBM.
Boca Raton, FL       | ""The use of unnecessary violence in the apprehension
kaul@vnet.ibm.com    |  of the Blues Brothers has been approved.""
",comp,comp.os.ms-windows.misc,10130,0,kaulvnetibmcom subject vesa driver ibm xga newssoftware ibm os2 pm rn nr2 v017h vishnepolsky r rogers line 16 replyto kaulvnetibmcom disclaimer posting represents poster view necessarily ibm nntppostinghost kaulbocaratonibmcom organization ibm boca raton visual subsystem gmichael28736186695vmdcsouiucedu gmichaelvmdcsouiucedu gary r michael writes anyone tell find standard vesa display driver support onthemotherboard xga video 486 50mz dx2 ibm model 95 85950lf need use 640 x 480 higher resolution window 31 msdos minimum color 256 highest resolution 64k color needed 640 x 480 ibm xga svga vesa driver 202 reference diskette available ibm bb also compuerve bang sale rep get later version dick kaul opinion official ibm position etc ibm xga development theyd make wear suit speak ibm boca raton fl use unnecessary violence apprehension kaulvnetibmcom blue brother approved
"From: yvon@ramsey.cs.laurentian.ca (Yvon Lavoie)
Subject: Hot, Cold Streaks ???
Organization: Dept. of Computer Science, Laurentian University, Sudbury, ON
Lines: 14


Ok guys, I need a list of the teams who have been hot or cold during the
last 25 games.  Doesn't need to be accurate, a rough guess will do.  I'm
about to enter a playoff pool and I want to know who is hot going into
the playoffs.  Don't need to mention Pittsburgh.  They can't get any hotter
than they are now.


P.S. I need this by Sunday

Yvon Lavoie



",rec,rec.sport.hockey,53870,1,yvonramseycslaurentianca yvon lavoie subject hot cold streak organization dept computer science laurentian university sudbury line 14 ok guy need list team hot cold last 25 game doesnt need accurate rough guess im enter playoff pool want know hot going playoff dont need mention pittsburgh cant get hotter p need sunday yvon lavoie
"From: vaughan@ewd.dsto.gov.au (Vaughan Clarkson)
Subject: Connecting a digitiser to X (REPOST)
Organization: Defence Science and Technology Organisation, Salisbury, South Australia
Lines: 32
NNTP-Posting-Host: caesar.dsto.gov.au

Hi there

(I posted this to comp.windows.x.intrinsics but got no response, so I'm posting
here.)

I'm wanting to connect a digitiser made for PCs into my workstation (an HP 720).
It is my understanding the X windows can understand a variety of input devices
including digitiser tablets.  However, this digitiser makes use of the serial
port, so there would seem to be a need to have a special device driver.

The HP manual pages say that the HP X server will accept X input from
devices listed in the /usr/lib/X11/X*devices file (* = display number).
I shouldn't think I would be able to simply insert /dev/rs232c as an input
device in this file and expect a digitiser to work.  But maybe I'm wrong.  Am I?

What I would like to know is: does anybody out there have a digitiser connected
to their workstation for use as a pointer for X (rather than just as input to a
specific X application)?  If so, what were the steps required for installation?
Did you need a special device driver?  Did the manufacturer supply it?  Are
there generic public domain device drivers around?  (I understand that
digitisers generally use only a couple of standard formats.)

Any help would be greatly appreciated.

Cheers
- Vaughan

-- 
Vaughan Clarkson                  ___________    Email: vaughan@ewd.dsto.gov.au
Engineering Ph.D. Student              |                  Phone: +61-8-259-6486
& Glider Pilot			       ^                    Fax: +61-8-259-5254
     ---------------------------------(_)---------------------------------
",comp,comp.windows.x,67390,0,vaughanewddstogovau vaughan clarkson subject connecting digitiser x repost organization defence science technology organisation salisbury south australia line 32 nntppostinghost caesardstogovau hi posted compwindowsxintrinsics got response im posting im wanting connect digitiser made pc workstation hp 720 understanding x window understand variety input device including digitiser tablet however digitiser make use serial port would seem need special device driver hp manual page say hp x server accept x input device listed usrlibx11xdevices file display number shouldnt think would able simply insert devrs232c input device file expect digitiser work maybe im wrong would like know anybody digitiser connected workstation use pointer x rather input specific x application step required installation need special device driver manufacturer supply generic public domain device driver around understand digitiser generally use couple standard format help would greatly appreciated cheer vaughan vaughan clarkson email vaughanewddstogovau engineering phd student phone 6182596486 glider pilot fax 6182595254
"From: mikkot@romulus.math.jyu.fi (Mikko Tarkiainen)
Subject: Re: Pens Info needed
Nntp-Posting-Host: romulus.math.jyu.fi
Organization: University of Jyvaskyla, Finland
Lines: 32

In article <C5K9E8.M3@ccu.umanitoba.ca> umturne4@ccu.umanitoba.ca (Daryl Turner) writes:

>Hmmm...I also heard through the grapevine that Team Finland might try and
>leave a spot open for at least one NHLer. (Some guy named Sel{nne, ever
>hear of him? :)  They might have to be content with Kurri, though, I hope. :)

True, coach Matikainen is ready to keep a spot for Teemu all the way
until the medal games. He wants Teppo Numminen, too. And Kurri, but for
them the spots cannot be left open for too long. Esa Tikkanen we have
already. 

Even without these players I think we have pretty good team. Young,
hungry, talented guys, no old players that have got everything (except
the gold). Yesterday's practise game, SWE-FIN 6-6, shows that the two
world's best hockey teams ;) are in prime shape.  The Finn line
Riihijarvi(slightly injured)-Saarikoski-Viitakoski shined. I bet these
two teams are the best in the NHL, too. Roger, Roger?

What do you people think about Team Canada with Lindros, Brind'Amour,
Burke, Ranford, Recchi, Dineen...? Can they beat the Finns:?

Coaching news: 

	       Alpo Suhonen (ex-Jets) to Jokerit (now verified), 
               Boris Majorov (ex-Jokerit) to Tappara,
	       Vasili Tichonov (ex-Assat) to San Jose Sharks 
                                             (assistant coach),
	       Sakari Pietila to Lulea (silver team in Elite-serien)

FW Mikko Makela (ex-TPS) to Malmo IF.
G Markus Ketterer (Jokerit) still has no contract.
FW Timo Saarikoski to Jokerit, watch out for him in next week.
",rec,rec.sport.hockey,53716,1,mikkotromulusmathjyufi mikko tarkiainen subject pen info needed nntppostinghost romulusmathjyufi organization university jyvaskyla finland line 32 article c5k9e8m3ccuumanitobaca umturne4ccuumanitobaca daryl turner writes hmmmi also heard grapevine team finland might try leave spot open least one nhler guy named selnne ever hear might content kurri though hope true coach matikainen ready keep spot teemu way medal game want teppo numminen kurri spot left open long esa tikkanen already even without player think pretty good team young hungry talented guy old player got everything except gold yesterday practise game swefin 66 show two world best hockey team prime shape finn line riihijarvislightly injuredsaarikoskiviitakoski shined bet two team best nhl roger roger people think team canada lindros brindamour burke ranford recchi dineen beat finn coaching news alpo suhonen exjets jokerit verified boris majorov exjokerit tappara vasili tichonov exassat san jose shark assistant coach sakari pietila lulea silver team eliteserien fw mikko makela extps malmo g markus ketterer jokerit still contract fw timo saarikoski jokerit watch next week
"From: ai598@cleveland.Freenet.Edu (Mike Sturdevant)
Subject: Re: Bikes vs. Horses (was Re: insect impacts f
Organization: Case Western Reserve University, Cleveland, OH (USA)
Lines: 34
Reply-To: ai598@cleveland.Freenet.Edu (Mike Sturdevant)
NNTP-Posting-Host: slc4.ins.cwru.edu


In a previous article, npet@bnr.ca (Nick Pettefar) says:

>Jonathan E. Quist, on the Thu, 15 Apr 1993 14:26:42 GMT wibbled:
>: In article <txd.734810267@Able.MKT.3Com.Com> txd@ESD.3Com.COM (Tom Dietrich) writes:
>: >>In a previous article, egreen@east.sun.com (Ed Green - Pixel Cruncher) says:
>
>: [lots of things, none of which are quoted here]
>
>The nice thing about horses though, is that if they break down in the middle of
>nowhere, you can eat them.

	And they're rather tasty.


>  Fuel's a bit cheaper, too.
>

	Per gallon (bushel) perhaps. Unfortunately they eat the same amount
every day no matter how much you ride them. And if you don't fuel them they
die. On an annual basis, I spend much less on bike stuff than Amy the Wonder
Wife does on horse stuff. She has two horses, I've got umm, lesseee, 11 bikes.
I ride constantly, she rides four or five times a week. Even if you count 
insurance and the cost of the garage I built, I'm getting off cheaper than 
she is. And having more fun (IMHO).



>
>
-- 
Go fast. Take chances.

	Mike S.
",rec,rec.motorcycles,104340,1,ai598clevelandfreenetedu mike sturdevant subject bike v horse insect impact f organization case western reserve university cleveland oh usa line 34 replyto ai598clevelandfreenetedu mike sturdevant nntppostinghost slc4inscwruedu previous article npetbnrca nick pettefar say jonathan e quist thu 15 apr 1993 142642 gmt wibbled article txd734810267ablemkt3comcom txdesd3comcom tom dietrich writes previous article egreeneastsuncom ed green pixel cruncher say lot thing none quoted nice thing horse though break middle nowhere eat theyre rather tasty fuel bit cheaper per gallon bushel perhaps unfortunately eat amount every day matter much ride dont fuel die annual basis spend much less bike stuff amy wonder wife horse stuff two horse ive got umm lesseee 11 bike ride constantly ride four five time week even count insurance cost garage built im getting cheaper fun imho go fast take chance mike
"From: ebosco@us.oracle.com (Eric Bosco)
Subject: emm386 and windows
Nntp-Posting-Host: monica.us.oracle.com
Reply-To: ebosco@us.oracle.com
Organization: Oracle Corp., Redwood Shores CA
X-Disclaimer: This message was written by an unauthenticated user
              at Oracle Corporation.  The opinions expressed are those
              of the user and not necessarily those of Oracle.
Lines: 14


On my PC I almost exclusively run windows. The only dos based application  
I have is ProcommPlus.  In my config.sys I have emm386 loaded with the  
option noems (no expanded memory). Following a thread in one of the comp  
newsgroups, I read that it was no necessary to have emm386 loaded. Indeed,  
in the manual, it says that emm386 is used to get expanded memory out of  
extended memory. Since I have the noems option, it seems to me that the  
emm386 device is useless in my case. 

Should I use emm386 or should I remove it from my config.sys?

Thanks for your help,

-Eric
",comp,comp.os.ms-windows.misc,10108,0,eboscousoraclecom eric bosco subject emm386 window nntppostinghost monicausoraclecom replyto eboscousoraclecom organization oracle corp redwood shore ca xdisclaimer message written unauthenticated user oracle corporation opinion expressed user necessarily oracle line 14 pc almost exclusively run window do based application procommplus configsys emm386 loaded option noems expanded memory following thread one comp newsgroups read necessary emm386 loaded indeed manual say emm386 used get expanded memory extended memory since noems option seems emm386 device useless case use emm386 remove configsys thanks help eric
"From: ehung@ampex.com (Eric Hung)
Subject: Re: HELP! Installing second IDE drive
Nntp-Posting-Host: dct3
Organization: Ampex Corporation, Redwood City CA
Lines: 37

>
>>Another possibility is that the 85MB one is already partitioned into
>>two seperate drives, C and D, and the CMOS asks for ""C: drive"" and ""D:
>>drive"" setup info rather than ""drive 1"" and ""drive 2"" like most others
>>I've seen.  Could this be confusing things?
>
>>So, I need HELP!  The drive came bereft of any docs, except for some
>>info for the CMOS setup; the controller has a little piece of paper
>>about the size of an index card; I cannibalized the cable (it's one
>>of those with a connector at each end and the one in the middle, so
>>it looks like a serial connection); now I be lost!
>
>>Many, many thanks in advance!  This is practically an emergency (I have
>>two papers to do on this thing for Monday!)!  Help!
>>-- 
>>-----------------------
>>William Barnes         SURAnet Operations
>>wbarnes@sura.net       (301) 982-4600 voice  (301) 982-4605 fax
>>Disclaimer:  I don't speak for SURAnet and they don't speak for me.
>I've been told by our local computer guru that you can't do this unless you 
>perform a low level format on your existing hard drive and set your system 
>up for two hard drives from the beginning.  I took him at his word, and I 
>have not tried to find out any more about it, because I'm not going to back 
>everything up just to add another HDD.  If anyone knows for sure what the 
>scoop is, I would like to know also.  Thanks in advance also.
>
>Bill Willis
>


If you bought your IDE drive from a dealer, you shouldn 't have to 
perform a low level format. Even if the 1st HD is already partitioned
into C and D, FDISK will automatically assign the 2 nd HD to D and 
change the 2nd partition of 1st drive to E.

Check the jumper settings and CMOS setup, in particular the correct
number of cylinders and tracks
",comp,comp.sys.ibm.pc.hardware,61103,0,ehungampexcom eric hung subject help installing second ide drive nntppostinghost dct3 organization ampex corporation redwood city ca line 37 another possibility 85mb one already partitioned two seperate drive c cmos asks c drive drive setup info rather drive 1 drive 2 like others ive seen could confusing thing need help drive came bereft doc except info cmos setup controller little piece paper size index card cannibalized cable one connector end one middle look like serial connection lost many many thanks advance practically emergency two paper thing monday help william barnes suranet operation wbarnessuranet 301 9824600 voice 301 9824605 fax disclaimer dont speak suranet dont speak ive told local computer guru cant unless perform low level format existing hard drive set system two hard drive beginning took word tried find im going back everything add another hdd anyone know sure scoop would like know also thanks advance also bill willis bought ide drive dealer perform low level format even 1st hd already partitioned c fdisk automatically assign 2 nd hd change 2nd partition 1st drive e check jumper setting cmos setup particular correct number cylinder track
"From: silver@xrtll.uucp (Hi Ho Silver)
Subject: Re: Who was   or   what is   MIATA, as used in the Mazda Miata?
Organization: What you won't find on my desk.
Lines: 20

Sayeth sjwyrick@lbl.gov (Steve Wyrick):
$Anybody keeping track of how many of these there are?  So far I have
$Miata, Tredia, Previa, Sentra, Maxima, Altima, Camry, and Justy, not to
$mention Lexus, Acura and Infiniti!  

   You're apparently including names that are, or appear to be,
derivatives of real words in English or some other language (e.g.
Acura, Infiniti, Maxima, Altima), in which case you missed ones such
as Integra, Supra, Allante', Capri and Calibra.  In Canada, add Serenia and
Precidia.  If you count misspellings, add Protege and (in Canada)
Vigor.  How about the forthcoming Mondeo, if it is given that name
in North America?

   Others might include Celica, Corolla, Paseo, and Tercel.  In Canada,
add Asu""na.
-- 
|I know that sometimes my jaw clicks when I eat.  Void where prohibited.|
|Have you seen this boy?  Lust never sleeps.  I say hurl.  Honey, I'm   |
|home. _________________________________________________________________|
|_____/ silver@bokonon.UUCP    ...!{uunet|becker|xrtll}!bokonon!silver  |
",rec,rec.autos,101568,1,silverxrtlluucp hi ho silver subject miata used mazda miata organization wont find desk line 20 sayeth sjwyricklblgov steve wyrick anybody keeping track many far miata tredia previa sentra maximum altima camry justy mention lexus acura infiniti youre apparently including name appear derivative real word english language eg acura infiniti maximum altima case missed one integra supra allante capri calibra canada add serenia precidia count misspelling add protege canada vigor forthcoming mondeo given name north america others might include celica corolla paseo tercel canada add asuna know sometimes jaw click eat void prohibited seen boy lust never sleep say hurl honey im home silverbokononuucp uunetbeckerxrtllbokononsilver
